1000 10000
26 727 33
736 887 15
105 184 36
862 496 7
710 499 54
419 452 75
394 520 48
830 754 47
209 464 59
600 482 85
626 893 21
713 590 1
691 0 25
960 81 85
367 794 38
682 532 87
425 550 100
586 296 3
309 862 58
145 353 85
63 764 14
226 876 91
559 839 24
817 970 28
971 610 41
968 654 10
902 61 65
870 12 66
717 463 67
760 400 67
712 684 92
761 963 61
97 478 10
820 543 41
132 80 58
421 637 69
873 443 12
31 336 65
865 32 48
855 928 10
576 26 37
653 421 52
120 53 26
545 654 89
984 927 15
865 127 59
623 989 16
514 487 48
688 783 15
645 914 45
4 825 6
337 650 7
48 28 38
46 582 74
377 272 10
437 506 43
982 754 82
967 372 25
946 155 89
356 991 16
165 207 92
592 727 7
472 891 97
184 102 24
365 13 66
523 161 17
58 619 57
966 843 51
567 99 15
902 703 7
798 447 91
549 631 43
236 370 19
140 835 54
835 661 2
410 719 70
233 196 32
890 454 62
764 347 39
62 469 39
848 295 83
63 568 76
985 569 54
405 419 61
643 935 11
899 336 48
342 995 5
198 793 14
633 842 33
674 397 11
875 727 26
170 743 12
714 391 4
278 233 22
986 427 33
514 20 94
576 554 89
286 560 95
605 722 70
593 11 56
237 612 53
94 127 17
746 653 44
336 195 10
608 913 25
452 483 60
86 142 42
605 472 70
315 47 33
266 265 47
459 188 14
559 211 90
68 878 22
758 10 60
513 744 4
560 86 39
550 598 31
872 637 76
273 479 22
237 747 51
817 153 40
781 908 6
537 936 59
487 592 41
68 9 24
704 229 64
673 326 13
447 639 52
576 478 50
341 154 40
923 318 48
294 251 8
952 406 46
475 28 32
797 940 65
867 195 14
736 195 95
156 499 75
861 238 68
804 794 14
261 737 58
600 659 9
861 517 37
53 149 45
554 568 27
580 140 5
244 291 73
567 139 51
776 96 12
619 618 95
880 387 24
331 363 82
6 116 7
811 894 48
161 889 11
110 266 61
117 313 27
441 77 91
460 349 78
414 303 39
922 706 62
803 393 89
562 229 19
543 924 68
704 797 43
928 80 56
211 81 20
963 700 34
844 235 92
322 494 37
802 616 91
442 336 93
723 709 69
825 900 54
375 727 40
650 910 68
790 66 50
462 537 93
553 445 55
165 612 7
375 336 15
967 255 5
442 59 84
549 124 42
278 828 80
415 653 1
322 418 54
656 553 2
124 172 35
372 556 86
815 980 79
916 576 52
248 712 51
89 268 28
894 520 46
811 469 68
590 297 23
287 736 27
710 788 9
131 828 9
452 423 76
186 64 79
760 610 87
913 794 5
355 473 50
74 909 8
530 727 30
112 737 29
23 545 74
69 42 16
430 885 7
152 935 50
933 617 52
313 415 79
911 907 2
809 12 44
774 471 31
510 286 6
561 880 62
568 392 42
648 363 76
265 662 83
598 54 53
724 722 77
296 499 58
424 452 58
721 46 25
588 504 86
179 173 55
406 555 34
366 239 50
609 68 9
544 462 17
261 591 91
371 831 14
149 257 78
126 267 4
594 451 16
466 14 32
28 465 91
382 104 79
580 468 77
212 684 37
361 406 87
999 887 77
451 92 16
751 163 3
120 242 30
9 653 51
875 97 51
260 763 87
83 810 85
32 89 23
328 491 75
27 38 13
675 817 55
701 383 37
921 964 73
887 923 53
590 542 28
706 744 36
167 292 70
936 905 70
835 827 23
406 718 56
239 455 36
691 616 58
950 487 45
225 60 45
606 966 36
484 693 24
199 278 27
794 98 19
853 808 76
606 914 57
485 143 44
68 424 87
281 705 61
617 90 73
332 821 71
636 918 88
266 586 20
544 775 56
556 376 14
531 877 53
587 460 90
435 950 80
409 49 42
28 335 5
613 195 62
470 290 54
164 103 18
287 214 83
749 570 93
335 199 68
823 368 35
823 672 17
157 159 26
942 122 84
405 139 22
260 2 2
329 659 60
75 151 82
87 634 48
867 576 25
93 404 44
102 108 10
125 317 46
995 606 61
952 560 3
611 593 97
219 620 74
832 924 62
700 130 25
837 282 15
405 966 25
82 941 92
554 556 94
729 256 44
319 118 36
171 224 47
603 217 15
844 659 62
949 84 78
169 16 74
690 994 90
542 427 62
908 837 30
103 911 55
152 366 32
430 0 57
111 816 53
79 863 63
819 683 96
292 647 67
204 602 47
631 486 52
766 331 33
599 455 46
743 958 23
729 113 11
558 418 55
572 294 68
572 504 42
992 456 96
887 222 20
96 323 67
345 555 1
931 84 39
409 939 41
580 462 66
841 232 90
569 74 70
522 21 27
762 684 61
928 246 99
347 251 28
217 584 84
544 946 11
590 83 52
970 885 68
715 978 49
793 435 1
812 302 73
351 702 9
491 623 46
840 408 44
824 457 9
803 498 66
172 181 25
721 22 85
278 870 19
100 904 3
184 861 25
522 300 7
854 131 69
282 728 63
260 312 10
673 395 65
547 267 58
344 8 61
689 24 70
725 121 36
917 330 83
109 308 2
710 198 97
809 983 14
217 592 29
798 312 56
515 388 79
950 611 70
745 452 69
973 265 72
36 273 97
343 651 52
682 258 70
818 12 96
257 560 83
642 371 94
340 386 95
575 698 13
764 459 9
428 63 60
105 134 78
214 152 27
81 698 75
989 108 63
366 30 63
480 167 56
293 713 3
622 266 73
209 723 24
933 797 26
882 704 95
945 814 16
458 824 84
665 854 12
160 523 39
676 277 34
554 824 40
270 538 35
898 705 44
363 91 23
742 445 63
536 614 4
327 113 62
524 19 26
51 564 72
33 267 18
426 558 32
564 57 20
107 732 60
940 971 36
600 916 14
100 286 89
996 646 4
298 181 41
616 238 21
753 820 56
964 935 24
123 711 43
177 769 96
329 284 22
289 614 82
129 991 31
887 497 53
347 458 1
610 931 97
459 324 6
667 293 30
517 821 97
992 874 24
585 682 60
246 916 79
330 598 24
29 868 47
324 593 70
529 807 14
969 387 65
125 437 57
252 622 47
490 727 10
740 144 1
310 276 83
954 363 1
34 77 3
719 88 76
986 658 84
428 771 63
223 841 17
191 116 3
239 424 89
436 126 85
29 76 38
613 875 100
901 757 44
381 464 55
44 761 30
981 938 89
717 881 26
975 667 12
701 663 31
916 534 34
615 163 16
742 777 75
984 709 74
17 903 75
162 318 74
263 473 24
349 794 67
220 724 96
889 78 95
767 613 1
161 830 30
58 624 88
419 904 50
386 803 58
991 527 71
795 65 38
264 755 27
187 754 55
827 42 29
93 59 48
487 6 92
286 319 47
979 682 47
860 243 87
448 700 59
529 24 79
326 663 71
654 203 8
517 778 81
657 773 82
585 115 9
845 621 16
803 689 23
303 671 75
260 339 40
862 260 53
629 462 82
346 278 53
451 96 49
90 882 45
90 31 28
55 630 89
516 528 64
656 580 36
112 504 78
211 84 70
850 287 46
349 82 74
719 505 35
405 785 20
685 281 75
709 189 47
146 472 97
278 192 70
538 276 36
295 836 35
9 656 19
112 570 72
596 264 35
345 385 18
454 293 16
970 383 39
197 714 63
369 988 51
52 197 54
815 414 51
730 62 32
980 662 61
920 904 87
25 609 29
94 542 73
256 69 94
374 283 15
229 631 40
963 772 61
941 590 60
964 52 90
465 519 89
189 158 53
187 515 52
578 673 53
264 284 100
547 672 12
93 673 86
78 346 97
221 970 9
340 161 2
559 348 26
273 55 69
56 830 99
875 498 84
217 98 100
623 807 69
623 543 8
208 834 23
404 153 64
687 225 76
178 628 67
802 929 61
899 151 50
409 994 60
961 665 21
34 150 26
658 140 18
591 471 16
771 714 89
920 435 87
959 746 10
616 749 74
603 607 64
167 624 59
643 490 95
834 850 19
628 730 62
960 657 6
461 945 61
589 105 73
797 395 95
284 107 27
728 159 71
801 480 72
217 494 48
822 945 91
417 284 25
99 990 93
728 441 66
147 471 43
879 218 92
380 905 44
192 516 98
922 807 29
619 833 70
38 25 56
516 594 85
845 989 10
502 3 89
393 351 53
236 47 100
435 529 88
484 524 63
554 867 74
771 680 31
611 726 27
922 144 7
621 869 13
659 268 43
495 855 45
578 385 12
497 556 38
785 435 3
258 405 67
892 882 26
691 516 1
756 261 44
525 939 98
609 3 23
620 115 90
313 709 13
466 169 54
168 872 47
636 428 95
847 993 40
506 630 57
322 260 60
96 425 37
912 667 21
475 788 94
57 492 43
13 399 5
166 973 53
670 473 97
47 514 27
99 860 1
622 743 55
754 313 85
636 959 28
346 513 96
669 277 98
44 136 14
93 877 42
73 618 47
820 515 64
731 819 100
36 109 65
233 800 82
933 673 30
669 259 99
990 541 23
928 116 79
813 692 57
169 79 36
393 602 26
391 372 42
362 725 72
433 95 8
610 103 60
627 498 99
528 66 14
69 66 86
474 710 65
967 976 90
937 81 18
872 488 8
961 13 87
979 476 2
236 415 47
107 999 33
218 835 97
874 915 97
729 429 95
612 590 56
0 494 8
575 704 33
529 132 89
91 444 72
436 787 85
719 335 93
717 802 39
733 547 27
711 468 90
750 702 23
52 854 37
66 695 48
515 904 11
199 141 86
712 4 93
63 736 29
695 855 35
72 287 82
607 489 88
333 252 63
235 806 65
149 843 74
481 162 21
1 784 91
913 384 94
846 366 75
58 998 77
256 464 57
611 760 15
784 700 3
236 946 39
1 248 45
703 863 93
367 978 49
290 765 21
267 829 51
468 733 59
34 408 90
537 738 39
833 922 57
955 652 92
390 36 47
634 824 86
363 277 85
297 686 45
512 906 27
49 529 60
740 692 9
332 19 76
763 230 42
979 976 19
474 706 14
103 492 40
461 558 26
304 389 41
977 617 29
438 473 12
921 394 25
172 997 87
632 676 54
568 648 98
737 529 45
149 802 20
10 714 83
38 801 21
479 262 43
879 207 65
9 153 27
241 203 40
782 574 3
864 423 54
388 57 40
897 49 4
852 515 11
478 521 85
221 751 41
503 753 61
91 794 31
426 258 91
734 109 83
107 390 45
395 173 28
881 691 73
487 393 64
586 181 23
258 250 63
505 889 39
684 552 89
171 12 38
415 982 78
117 509 5
263 230 84
907 654 10
327 659 62
162 884 55
654 703 57
29 263 97
604 633 98
317 137 21
76 85 70
24 941 28
797 696 54
303 535 77
57 986 80
48 69 23
452 106 37
469 315 35
921 272 52
951 296 27
920 354 85
325 105 49
112 326 66
894 141 40
331 943 43
897 97 40
342 17 64
943 238 18
181 719 77
961 496 24
428 303 87
142 547 17
317 459 22
568 827 35
293 96 55
156 599 17
29 107 10
904 579 83
640 467 84
147 823 25
14 114 23
575 323 87
240 992 72
882 296 51
651 947 4
552 364 13
634 660 27
514 911 62
360 263 92
795 2 43
215 794 69
558 605 43
205 989 31
71 870 63
429 781 15
276 952 45
211 640 100
691 11 34
977 369 90
774 892 17
486 499 25
832 526 66
637 111 65
681 602 48
168 507 15
823 51 60
354 764 79
891 854 96
236 384 6
316 328 77
521 531 16
755 37 46
58 496 33
977 999 69
478 583 29
739 308 9
735 254 51
656 798 6
897 880 93
566 290 11
820 782 67
155 638 63
405 539 59
389 449 34
554 399 90
82 516 73
121 693 94
376 656 12
106 552 74
234 890 15
252 348 59
16 514 58
297 855 19
746 293 30
971 586 75
799 547 78
530 643 74
362 844 6
799 535 30
993 470 74
946 475 26
731 684 67
707 606 32
502 120 39
133 502 20
467 977 26
329 90 54
60 124 9
433 336 19
792 343 33
722 145 5
56 578 52
228 198 51
972 605 94
505 984 60
749 330 82
986 225 19
258 398 82
671 348 11
181 249 4
196 642 40
516 945 60
510 197 25
773 772 44
421 152 76
288 303 7
586 379 61
48 641 34
428 980 45
299 591 49
781 289 33
287 978 60
195 153 20
431 353 87
965 97 88
740 926 94
549 929 2
384 771 8
33 197 80
191 261 35
983 967 36
362 88 49
704 619 92
407 278 85
397 781 2
111 50 42
553 723 62
451 475 82
278 3 52
96 27 54
324 821 77
299 739 36
923 963 14
452 204 9
840 864 82
947 221 73
482 85 25
498 202 79
830 304 95
950 414 85
976 326 52
726 107 18
680 528 56
927 23 62
874 42 15
86 165 29
601 94 57
610 438 85
58 672 88
988 172 96
642 748 76
77 963 55
958 640 52
178 878 68
130 891 64
288 786 82
621 971 23
717 884 7
927 455 79
440 144 70
371 884 91
491 982 55
853 196 9
579 658 6
504 146 11
876 835 80
956 730 17
955 788 72
306 800 95
626 611 20
326 90 21
279 830 86
858 820 19
579 859 29
678 983 20
54 297 81
781 793 93
794 475 29
464 438 66
363 201 68
510 145 10
310 842 74
467 93 50
551 321 41
412 679 39
120 866 27
511 317 79
959 621 53
473 372 11
989 726 64
72 570 51
749 697 10
660 100 20
682 277 16
182 325 57
524 64 100
97 571 38
726 233 33
874 291 29
635 992 61
190 520 84
713 859 42
708 970 90
944 830 43
381 886 70
646 400 20
678 626 56
212 281 96
351 282 12
711 839 10
428 351 21
83 976 40
699 320 10
333 845 77
887 849 57
276 980 92
922 744 76
1 618 65
718 555 28
255 892 30
910 356 52
704 310 23
822 615 95
88 708 100
186 705 5
677 711 12
82 327 61
303 74 37
603 185 98
494 742 50
637 244 13
626 214 35
27 448 40
807 609 18
748 139 100
4 368 47
62 268 96
63 946 3
934 563 91
200 942 85
837 505 21
312 674 67
182 936 80
973 435 50
69 484 21
709 174 60
314 237 18
376 345 40
41 379 5
744 621 70
403 772 69
466 599 3
453 656 96
156 384 49
346 594 24
273 366 63
508 710 58
151 178 64
907 714 80
814 181 98
426 267 1
557 728 71
654 678 83
79 777 91
712 557 11
87 586 10
200 453 1
862 79 87
953 803 79
33 490 70
653 861 64
999 950 63
714 113 47
79 577 1
784 1 51
594 888 3
384 582 12
135 343 64
619 58 31
873 826 50
161 237 30
286 391 69
927 813 28
855 583 69
259 655 70
337 51 56
311 340 36
665 429 86
676 231 49
669 691 91
498 861 2
160 819 89
134 573 20
271 657 56
559 990 52
659 417 43
819 563 48
150 221 16
965 519 61
799 673 12
454 874 96
583 530 6
862 852 12
131 24 25
475 929 91
527 104 64
286 283 36
198 463 19
971 581 35
737 455 68
649 959 97
412 938 20
87 551 100
49 407 37
213 944 47
544 10 40
586 728 69
662 137 69
386 97 35
182 484 9
254 997 41
252 673 6
445 802 14
403 770 95
475 373 99
23 720 94
978 830 17
224 427 75
137 756 53
586 748 34
127 596 1
623 672 47
389 424 18
5 2 49
794 493 13
656 476 45
143 1 11
398 17 27
568 141 85
839 316 10
418 452 46
285 533 36
555 981 12
983 962 72
859 704 7
203 291 13
635 604 44
148 113 84
425 218 5
332 557 44
18 766 67
4 16 72
821 488 33
868 42 51
372 507 48
52 37 68
837 958 6
948 39 24
973 15 99
545 192 13
637 435 92
275 679 5
507 407 19
811 114 54
990 69 72
824 297 51
246 644 78
966 200 12
137 680 45
604 256 15
634 516 69
401 119 33
202 565 45
296 960 83
84 330 91
601 361 11
645 939 69
939 559 6
443 523 71
194 673 28
842 76 15
409 643 54
751 649 100
265 425 44
465 71 71
431 361 22
134 786 63
46 140 100
448 968 3
283 776 2
59 699 1
384 187 15
901 284 35
753 532 67
654 992 40
248 897 48
441 633 34
760 614 69
67 902 71
980 167 52
940 183 27
624 995 48
27 900 79
743 348 69
625 152 61
893 647 69
7 72 30
552 460 80
883 685 75
12 747 12
337 711 80
364 467 52
383 658 19
266 693 91
250 895 31
239 367 98
685 30 19
248 641 65
463 644 10
308 199 24
814 860 30
395 728 37
394 779 20
901 522 8
589 291 38
132 197 41
616 193 54
660 527 67
854 579 66
146 949 33
776 599 34
812 463 92
785 819 17
982 865 29
924 949 81
784 380 65
76 668 53
237 417 69
210 440 98
579 605 4
175 343 94
669 695 99
381 350 51
468 794 14
382 813 86
696 463 90
674 383 12
523 494 99
845 58 46
555 161 98
995 570 85
91 639 25
382 542 75
184 658 8
611 762 39
869 715 26
719 924 16
885 525 84
993 567 14
890 50 49
621 140 83
765 311 61
380 374 11
397 52 66
584 831 70
72 257 99
162 187 10
802 159 89
254 237 49
810 48 40
43 507 29
930 316 45
788 596 59
189 13 61
841 193 93
644 210 25
359 246 16
26 322 1
424 527 96
257 769 6
203 280 74
369 954 41
363 665 17
934 148 52
68 120 56
967 792 76
348 883 4
414 310 44
333 84 43
453 390 73
644 303 91
717 411 96
273 75 65
640 205 90
934 973 40
857 664 3
444 536 1
125 876 95
869 411 42
194 666 67
894 838 76
306 826 95
256 369 23
377 893 3
481 564 55
330 16 33
861 90 69
339 386 83
739 66 29
92 658 93
149 220 49
118 682 20
603 330 63
457 812 97
3 502 66
748 800 71
982 303 4
994 679 17
259 891 2
879 427 14
148 342 12
223 232 98
346 584 15
194 481 57
70 883 69
864 125 69
340 848 35
475 600 75
570 162 71
625 755 60
117 195 44
64 414 4
174 280 81
280 418 80
391 17 97
115 900 20
675 781 42
664 591 32
176 915 61
181 165 5
449 662 89
582 127 100
47 891 64
231 5 83
448 266 88
177 492 63
984 843 43
836 622 68
833 735 52
991 227 32
691 141 57
706 597 51
550 845 29
784 205 18
656 9 47
581 724 13
970 494 44
144 919 50
917 911 17
150 233 94
717 724 18
822 842 68
60 719 55
97 206 56
933 351 42
340 467 97
60 744 65
793 790 43
93 919 53
850 711 94
104 300 19
869 578 45
657 732 24
28 575 7
243 462 58
194 896 18
398 955 85
266 241 7
65 21 40
410 465 4
601 602 81
368 410 60
586 667 40
635 227 42
132 94 30
652 474 69
970 652 72
213 444 87
582 348 96
887 573 62
27 162 99
912 624 92
894 61 67
270 612 87
358 313 57
434 671 13
706 279 81
644 50 34
670 292 3
822 455 55
184 519 4
213 948 13
626 257 72
459 789 69
767 668 33
643 765 26
87 976 56
407 402 87
12 489 40
450 221 48
930 705 37
801 746 77
241 897 94
380 260 26
331 383 26
323 64 88
771 126 7
961 332 76
7 617 91
859 676 46
667 399 76
384 423 4
155 208 45
187 345 26
683 246 58
677 8 60
775 590 19
679 762 85
576 954 78
893 564 95
409 302 14
10 206 60
172 904 63
821 465 26
511 560 39
164 60 85
92 656 80
807 230 3
872 881 64
714 829 4
904 451 13
558 512 40
458 116 5
105 622 50
33 986 61
716 979 22
972 861 93
803 993 73
398 737 5
661 555 57
298 810 27
630 255 31
538 537 35
257 446 22
4 698 11
852 664 19
160 501 73
511 352 19
153 8 39
620 364 99
108 260 28
74 635 11
402 438 21
971 496 79
587 662 81
8 924 88
206 621 49
225 277 18
997 866 74
325 387 40
509 157 92
443 62 29
318 70 52
719 297 30
809 656 54
134 536 11
152 973 62
336 589 11
275 325 83
902 615 46
581 796 46
588 90 89
875 301 63
188 897 20
137 648 72
823 794 19
417 831 77
7 661 88
548 758 29
909 831 63
637 682 76
883 603 78
691 734 89
684 367 45
479 220 30
17 609 68
145 316 65
496 837 36
747 875 15
754 822 49
165 858 54
708 553 82
156 139 14
114 786 54
648 605 56
607 465 61
505 616 11
548 852 5
631 604 9
352 285 67
136 232 86
457 235 100
190 852 25
40 915 66
600 243 93
197 639 70
231 992 98
425 56 56
876 899 28
572 540 88
751 119 58
120 377 22
864 644 43
513 297 72
805 896 50
333 349 27
993 684 91
840 834 83
569 467 8
539 129 34
598 536 15
429 668 99
987 143 90
310 215 73
242 584 50
159 435 42
945 325 71
788 871 54
454 311 18
368 637 26
124 403 60
407 913 82
339 340 23
18 717 10
296 536 91
47 336 93
182 187 33
768 947 79
999 917 89
125 193 29
135 616 17
474 698 8
748 819 93
545 628 21
255 375 73
4 249 40
581 26 92
115 588 44
211 819 95
241 990 37
582 529 16
346 274 40
842 288 67
855 662 65
55 623 86
642 823 16
848 387 41
497 641 99
478 835 6
459 213 69
932 830 4
996 135 9
832 393 69
334 137 63
622 429 10
15 903 92
516 127 1
237 144 48
934 849 63
989 896 99
690 711 17
340 448 96
621 767 87
185 676 25
914 788 30
88 340 17
644 824 66
779 559 61
247 801 1
577 306 3
111 892 53
666 678 52
147 337 28
771 378 72
302 792 46
308 813 13
520 502 27
892 22 16
911 791 71
119 50 75
907 422 12
360 350 23
879 888 31
177 546 85
803 979 16
317 877 36
527 437 88
65 581 72
573 591 54
175 643 41
980 469 62
892 627 19
432 262 95
467 486 55
265 947 49
681 155 98
164 440 63
511 582 66
340 706 18
282 698 80
272 566 92
380 150 31
838 976 3
450 510 77
437 859 59
339 178 67
777 189 46
462 472 74
292 449 83
552 320 54
908 419 84
806 261 43
40 248 63
581 864 24
234 393 45
868 356 11
140 349 14
143 111 48
113 137 47
73 19 89
740 187 79
670 613 11
263 302 21
94 385 49
851 658 23
166 644 67
931 359 31
683 118 99
554 841 21
790 592 20
553 74 53
541 188 60
79 326 92
659 263 56
210 464 42
884 986 95
123 907 87
717 804 16
840 385 10
169 529 54
850 632 37
946 797 14
848 187 95
991 860 31
606 769 52
246 321 6
318 634 43
562 111 19
174 108 44
868 96 97
980 834 76
401 483 77
405 132 61
977 76 98
304 647 83
256 294 8
131 867 72
4 33 89
539 236 72
80 527 74
411 903 54
302 722 32
655 323 31
7 874 82
927 758 9
448 776 82
880 195 34
178 388 90
481 993 81
80 965 86
12 18 69
833 910 72
830 483 8
71 486 88
200 613 34
872 127 51
565 698 37
929 348 28
892 246 96
356 668 51
916 766 58
448 289 87
477 610 16
748 436 18
579 411 11
32 654 89
816 512 91
869 985 72
877 218 77
959 77 1
961 499 20
754 574 13
529 390 94
899 177 40
139 700 11
436 270 61
757 952 13
287 433 59
117 399 27
708 741 33
974 189 63
332 542 46
360 631 83
39 826 62
70 921 100
736 236 15
408 558 17
679 981 28
152 203 16
762 225 75
599 165 96
689 918 100
240 854 67
856 40 66
483 403 22
362 251 53
842 12 30
62 821 52
215 655 37
438 105 38
946 521 4
197 699 17
85 709 1
626 254 19
698 498 21
134 827 49
549 12 21
8 343 52
639 853 54
250 697 97
93 955 62
866 98 75
93 803 28
595 192 98
525 383 38
990 592 48
136 244 56
369 93 42
921 923 18
720 893 42
263 728 68
518 947 97
307 498 33
341 740 6
104 801 56
317 756 42
701 478 58
102 434 65
549 206 94
157 758 24
260 149 40
679 483 84
162 854 30
907 652 18
534 881 28
447 357 83
790 942 68
298 698 21
218 267 99
803 582 78
350 241 47
327 127 96
851 651 11
882 929 75
329 837 73
140 534 19
929 144 4
263 651 43
772 484 22
961 955 49
451 997 11
404 199 9
56 915 100
53 556 3
244 852 35
797 60 56
582 287 36
30 191 69
990 865 10
241 787 57
696 603 37
632 137 35
35 839 67
762 675 51
262 50 66
652 307 74
628 453 62
413 271 31
615 217 20
733 819 18
390 626 24
406 629 27
780 349 64
456 848 17
261 852 98
821 717 41
521 246 59
868 952 20
198 824 63
328 905 90
254 624 86
912 108 21
722 181 80
21 542 92
934 236 84
151 291 44
418 580 33
79 533 23
138 583 40
737 983 86
228 554 6
449 900 37
422 965 42
583 936 15
310 974 71
375 97 88
266 177 97
916 893 40
279 295 42
711 214 52
980 769 95
38 138 90
994 378 98
975 782 26
251 102 86
85 903 87
896 865 29
27 681 91
365 325 15
682 590 6
870 936 93
769 466 64
286 466 86
50 936 99
623 757 55
363 920 36
428 343 81
234 130 40
895 95 80
426 588 11
589 661 70
454 975 14
298 889 95
636 475 70
135 685 42
838 496 56
25 872 42
614 584 16
606 889 36
720 106 62
599 787 21
126 935 4
766 337 67
24 903 8
308 139 85
585 764 54
729 166 63
108 303 43
551 609 57
641 995 29
56 749 70
480 136 66
737 423 42
110 435 79
377 497 67
719 550 79
893 886 31
348 658 74
893 642 89
704 196 12
68 387 43
680 405 39
515 976 69
846 248 43
414 392 46
53 108 84
742 964 46
367 839 9
890 641 46
826 60 50
758 509 22
193 704 6
222 878 82
840 496 69
388 601 68
61 833 89
755 700 77
896 672 38
161 321 97
303 225 54
784 172 29
376 948 15
52 402 16
107 500 42
886 479 12
495 33 71
773 978 33
550 340 16
29 813 96
245 767 12
90 190 90
683 154 74
78 747 57
642 555 67
368 479 70
891 876 59
705 682 76
166 330 13
694 591 28
134 717 77
325 6 80
434 634 91
252 967 12
305 212 28
268 299 6
718 153 97
246 408 76
144 201 45
913 930 94
117 687 1
94 968 30
986 753 75
940 97 100
41 994 35
864 181 43
59 50 26
890 176 9
257 283 39
822 362 95
226 620 5
227 447 57
640 319 4
18 466 81
860 114 82
488 578 81
273 812 26
258 950 11
182 607 37
325 233 81
356 556 4
323 340 88
725 814 71
730 527 34
344 146 31
738 651 19
421 110 89
884 605 41
386 921 94
840 960 6
428 673 60
445 92 89
433 895 32
294 25 30
676 751 21
307 383 17
376 393 75
142 846 22
329 21 40
67 328 38
145 794 2
132 17 46
345 987 93
244 135 23
226 550 74
178 679 26
371 483 1
128 765 98
226 133 86
789 104 42
568 289 42
317 120 10
849 868 56
389 821 71
147 726 53
536 248 72
382 579 58
270 154 63
0 605 62
256 562 51
50 728 16
570 948 30
770 914 69
174 997 19
746 852 25
295 758 17
936 367 68
865 154 40
367 155 65
966 279 89
337 615 27
181 186 59
632 354 9
506 23 45
10 797 70
435 729 99
596 331 86
258 91 26
498 243 89
402 341 56
217 360 75
931 774 51
513 676 48
871 116 38
635 303 67
327 278 74
213 449 6
546 51 79
580 324 32
994 541 60
750 133 66
870 223 20
92 729 16
720 21 76
478 326 58
818 262 85
130 543 53
0 401 55
348 603 51
653 246 76
278 956 92
743 918 89
413 847 11
526 83 30
338 264 5
905 212 35
213 389 27
618 919 85
857 362 72
970 316 99
541 173 100
426 282 19
429 374 84
95 607 19
230 892 24
58 250 23
966 467 85
549 400 32
365 593 17
205 10 63
473 302 63
925 594 90
832 472 83
145 232 13
39 169 21
798 491 53
17 507 85
491 71 45
372 543 76
160 494 42
575 321 17
147 390 75
155 149 100
965 597 13
919 359 11
286 793 10
772 674 79
708 428 57
82 85 72
686 71 15
538 95 61
253 371 42
922 332 68
953 543 53
667 71 45
880 329 57
388 207 98
745 349 42
557 700 74
929 904 83
33 625 81
202 398 92
560 659 12
456 237 25
150 278 40
201 322 59
487 17 77
848 659 15
743 229 7
615 360 30
828 687 30
325 725 45
792 233 50
910 588 54
381 85 9
886 294 36
862 103 73
496 98 61
41 522 27
983 452 28
116 216 97
997 646 35
191 534 62
417 420 88
671 436 72
212 381 90
958 137 100
835 609 1
476 869 69
755 620 43
728 726 60
326 442 1
765 740 77
182 418 12
397 342 70
675 149 40
342 121 82
826 618 18
218 802 46
461 654 82
676 75 26
782 211 69
551 11 47
638 586 17
785 84 95
881 772 25
659 327 69
833 986 24
689 746 2
151 388 43
766 179 21
508 799 46
403 815 98
148 655 54
420 252 50
520 59 31
794 165 88
88 374 66
675 971 31
419 52 71
158 549 27
325 815 56
568 991 5
471 74 3
284 697 91
997 163 100
885 693 55
67 807 99
259 887 24
221 115 98
77 989 41
468 990 82
659 703 27
699 376 74
474 865 71
971 107 39
482 461 9
462 999 21
863 389 20
674 579 34
786 531 86
107 133 38
155 126 58
901 202 44
465 280 5
864 490 93
666 227 72
896 973 90
341 151 97
250 880 2
918 798 92
421 128 60
307 407 55
432 807 8
872 986 47
662 742 68
779 507 21
556 388 11
10 198 81
473 40 37
301 770 77
384 293 84
275 71 6
77 157 63
82 568 18
863 642 80
289 218 46
90 220 39
755 541 38
568 112 37
644 761 57
834 32 23
967 994 19
284 864 68
57 264 3
537 899 25
579 752 37
665 715 75
406 524 33
4 340 90
359 464 1
665 856 84
104 389 27
271 923 6
394 199 49
539 120 4
298 197 70
317 579 87
163 802 14
555 519 89
784 982 89
371 536 47
209 580 10
267 700 42
849 335 42
129 977 64
482 662 60
787 780 18
824 597 38
643 303 2
777 105 42
524 503 94
45 672 91
309 758 90
455 588 92
706 407 90
286 224 18
340 546 53
399 65 18
981 521 94
938 756 87
465 542 9
997 496 93
275 472 99
555 932 78
909 326 15
206 475 85
207 458 60
540 628 92
297 404 63
17 452 54
80 833 17
30 531 90
926 141 45
711 388 34
129 614 28
930 639 34
371 626 19
725 427 60
2 499 53
142 806 28
314 534 60
57 553 61
520 105 48
863 505 24
10 420 57
118 668 49
708 536 44
722 553 12
82 841 6
538 166 85
70 613 6
110 94 58
866 904 86
372 683 58
466 361 51
847 205 12
442 861 16
584 650 92
604 697 39
583 179 32
499 674 84
613 260 19
531 532 99
168 30 17
147 515 84
869 650 34
382 466 89
838 909 78
192 984 11
105 548 29
88 792 34
656 959 98
523 937 77
841 615 77
685 176 46
636 337 69
980 203 67
670 414 21
432 934 47
252 322 53
259 89 42
235 522 76
935 498 72
732 766 83
872 207 81
788 713 94
440 378 58
314 782 30
273 517 75
624 999 49
350 386 76
809 442 20
274 251 52
427 164 49
547 215 69
205 265 71
428 136 72
635 813 22
680 638 6
701 81 24
786 168 29
44 714 52
395 548 13
23 925 42
195 372 34
901 950 7
850 787 95
947 833 88
780 220 51
